"Rk","G","Month","Day","Year","Age.Year","Age.Day","Tm","X","Opp","X.1","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","PM","Season","Date","Status","Name","LName"
20,20,6,14,2007,22,166,"CLE","","SAS","L (-1)","1","46:29:00",10,30,0.333,2,7,0.286,2,6,0.333,0,6,6,10,0,0,6,1,24,7.8,2,2,2007-06-14,"Playoffs","Lebron","James"
1,1,10,31,2007,22,305,"CLE","","DAL","L (-18)","1","36:09:00",2,11,0.182,0,2,0,6,10,0.6,1,4,5,4,1,0,5,4,10,0.6,-12,5,2007-10-31,"Regular Season","Lebron","James"
2,2,11,2,2007,22,307,"CLE","","NYK","W (+4)","1","44:25:00",13,28,0.464,3,5,0.6,16,22,0.727,3,4,7,7,3,1,3,1,45,36.7,4,5,2007-11-02,"Regular Season","Lebron","James"
3,3,11,4,2007,22,309,"CLE","@","PHO","L (-11)","1","43:13:00",11,26,0.423,3,5,0.6,2,2,1,1,4,5,8,2,4,3,0,27,22.5,-18,5,2007-11-04,"Regular Season","Lebron","James"
4,4,11,6,2007,22,311,"CLE","@","GSW","W (+4)","1","41:51:00",9,16,0.563,1,2,0.5,5,7,0.714,1,12,13,9,0,3,2,1,24,25.9,4,5,2007-11-06,"Regular Season","Lebron","James"
5,5,11,7,2007,22,312,"CLE","@","UTA","L (-2)","1","40:45:00",12,27,0.444,1,4,0.25,7,15,0.467,2,13,15,13,3,2,4,4,32,27.9,4,5,2007-11-07,"Regular Season","Lebron","James"
6,6,11,9,2007,22,314,"CLE","@","SAC","W (+2)","1","43:51:00",10,19,0.526,0,2,0,6,8,0.75,0,4,4,4,1,1,1,1,26,20.2,-1,5,2007-11-09,"Regular Season","Lebron","James"
7,7,11,11,2007,22,316,"CLE","@","LAC","W (+8)","1","35:55:00",9,21,0.429,0,2,0,4,8,0.5,1,4,5,8,6,1,5,3,22,17.3,11,5,2007-11-11,"Regular Season","Lebron","James"
8,8,11,12,2007,22,317,"CLE","@","DEN","L (-22)","1","33:47:00",9,16,0.563,1,3,0.333,8,14,0.571,0,1,1,4,2,0,4,3,27,16.9,-13,5,2007-11-12,"Regular Season","Lebron","James"
9,9,11,14,2007,22,319,"CLE","","ORL","L (-1)","1","47:14:00",15,27,0.556,2,4,0.5,7,9,0.778,4,9,13,14,0,2,4,1,39,37.6,2,5,2007-11-14,"Regular Season","Lebron","James"
10,10,11,16,2007,22,321,"CLE","","UTA","W (+5)","1","40:16:00",13,27,0.481,1,3,0.333,13,15,0.867,2,8,10,9,0,3,5,3,40,31.5,13,5,2007-11-16,"Regular Season","Lebron","James"
11,11,11,20,2007,22,325,"CLE","","MIL","L (-4)","1","44:06:00",11,22,0.5,1,7,0.143,11,12,0.917,0,7,7,7,1,1,3,4,34,26.7,-2,5,2007-11-20,"Regular Season","Lebron","James"
12,12,11,21,2007,22,326,"CLE","@","MIN","W (+11)","1","39:03:00",17,26,0.654,6,10,0.6,5,8,0.625,2,6,8,5,3,2,3,2,45,39.7,14,5,2007-11-21,"Regular Season","Lebron","James"
13,13,11,24,2007,22,329,"CLE","","TOR","W (+3)","1","44:41:00",14,29,0.483,2,8,0.25,7,8,0.875,3,9,12,12,3,1,4,3,37,33.6,7,5,2007-11-24,"Regular Season","Lebron","James"
14,14,11,25,2007,22,330,"CLE","@","IND","W (+5)","1","35:47:00",10,21,0.476,1,6,0.167,9,15,0.6,3,8,11,10,4,1,2,1,30,30.7,9,5,2007-11-25,"Regular Season","Lebron","James"
15,15,11,27,2007,22,332,"CLE","","BOS","W (+5)","1","45:46:00",11,25,0.44,2,8,0.25,14,15,0.933,0,4,4,13,2,2,3,2,38,34.4,14,5,2007-11-27,"Regular Season","Lebron","James"
16,16,11,28,2007,22,333,"CLE","@","DET","L (-35)","1","19:31",5,11,0.455,0,2,0,5,9,0.556,0,1,1,3,0,0,0,1,15,9.7,-2,5,2007-11-28,"Regular Season","Lebron","James"
17,17,12,11,2007,22,346,"CLE","","IND","W (+13)","0","22:37",5,9,0.556,0,1,0,7,10,0.7,1,2,3,5,1,1,4,2,17,13.2,27,5,2007-12-11,"Regular Season","Lebron","James"
18,18,12,14,2007,22,349,"CLE","@","NJN","L (-8)","1","41:09:00",12,25,0.48,3,9,0.333,2,3,0.667,0,6,6,8,2,0,6,3,29,18.1,6,5,2007-12-14,"Regular Season","Lebron","James"
19,19,12,15,2007,22,350,"CLE","","PHI","L (-6)","1","41:46:00",10,18,0.556,0,1,0,1,1,1,0,6,6,6,0,1,3,1,21,15.7,5,5,2007-12-15,"Regular Season","Lebron","James"
20,20,12,17,2007,22,352,"CLE","","MIL","W (+5)","1","50:13:00",10,25,0.4,0,5,0,11,13,0.846,1,7,8,5,1,0,2,3,31,20.8,6,5,2007-12-17,"Regular Season","Lebron","James"
21,21,12,19,2007,22,354,"CLE","@","NYK","L (-18)","1","36:52:00",12,21,0.571,3,6,0.5,5,6,0.833,1,7,8,6,6,0,4,1,32,30.3,-9,5,2007-12-19,"Regular Season","Lebron","James"
22,22,12,20,2007,22,355,"CLE","","LAL","W (+4)","1","38:28:00",12,29,0.414,0,3,0,9,11,0.818,4,6,10,5,1,1,3,3,33,22.3,-7,5,2007-12-20,"Regular Season","Lebron","James"
23,23,12,23,2007,22,358,"CLE","","GSW","L (-9)","1","40:51:00",8,20,0.4,0,2,0,9,13,0.692,2,3,5,8,1,1,3,2,25,18.4,-12,5,2007-12-23,"Regular Season","Lebron","James"
24,24,12,25,2007,22,360,"CLE","","MIA","W (+14)","1","38:36:00",9,19,0.474,0,3,0,7,11,0.636,0,6,6,12,1,1,2,3,25,22.4,18,5,2007-12-25,"Regular Season","Lebron","James"
25,25,12,27,2007,22,362,"CLE","@","DAL","W (+7)","1","36:19:00",9,21,0.429,1,4,0.25,5,10,0.5,4,4,8,7,3,0,3,5,24,17.8,5,5,2007-12-27,"Regular Season","Lebron","James"
26,26,12,29,2007,22,364,"CLE","@","NOH","L (-10)","1","42:21:00",8,21,0.381,1,4,0.25,4,6,0.667,2,3,5,6,1,0,4,1,21,11.8,-18,5,2007-12-29,"Regular Season","Lebron","James"
27,27,1,2,2008,23,3,"CLE","","ATL","W (+4)","1","40:05:00",13,22,0.591,1,3,0.333,9,11,0.818,1,4,5,6,2,1,2,1,36,31.4,7,5,2008-01-02,"Regular Season","Lebron","James"
28,28,1,4,2008,23,5,"CLE","","SAC","W (+4)","1","45:21:00",7,18,0.389,1,6,0.167,9,12,0.75,1,7,8,10,5,1,3,1,24,25.1,7,5,2008-01-04,"Regular Season","Lebron","James"
29,29,1,6,2008,23,7,"CLE","@","TOR","W (+3)","1","45:44:00",14,29,0.483,4,8,0.5,7,12,0.583,3,8,11,8,0,0,1,1,39,31,-1,5,2008-01-06,"Regular Season","Lebron","James"
30,30,1,8,2008,23,9,"CLE","","SEA","W (+16)","1","35:10:00",8,18,0.444,0,3,0,6,6,1,2,6,8,3,2,0,4,2,22,15.1,13,5,2008-01-08,"Regular Season","Lebron","James"
31,31,1,9,2008,23,10,"CLE","@","ATL","L (-9)","1","43:23:00",13,22,0.591,0,4,0,5,9,0.556,3,7,10,6,3,1,3,3,31,27.1,-7,5,2008-01-09,"Regular Season","Lebron","James"
32,32,1,11,2008,23,12,"CLE","","CHA","W (+7)","1","49:36:00",10,20,0.5,2,7,0.286,9,15,0.6,5,14,19,8,4,3,8,3,31,28.8,-2,5,2008-01-11,"Regular Season","Lebron","James"
33,33,1,15,2008,23,16,"CLE","@","MEM","W (+8)","1","47:10:00",18,28,0.643,6,12,0.5,9,16,0.563,3,5,8,9,3,1,4,1,51,45,10,5,2008-01-15,"Regular Season","Lebron","James"
34,34,1,17,2008,23,18,"CLE","@","SAS","W (+2)","1","38:54:00",9,24,0.375,1,5,0.2,8,12,0.667,3,6,9,7,0,2,3,1,27,19,-11,5,2008-01-17,"Regular Season","Lebron","James"
35,35,1,21,2008,23,22,"CLE","@","MIA","W (+7)","1","39:40:00",11,26,0.423,1,4,0.25,5,5,1,1,2,3,5,4,1,5,4,28,17.1,12,5,2008-01-21,"Regular Season","Lebron","James"
36,36,1,23,2008,23,24,"CLE","","WAS","W (+36)","1","31:08:00",7,13,0.538,1,3,0.333,8,9,0.889,2,6,8,8,2,1,0,2,23,27,31,5,2008-01-23,"Regular Season","Lebron","James"
37,37,1,25,2008,23,26,"CLE","","PHO","L (-2)","1","39:26:00",14,30,0.467,0,1,0,8,10,0.8,2,5,7,5,2,0,1,3,36,26,-12,5,2008-01-25,"Regular Season","Lebron","James"
38,38,1,27,2008,23,28,"CLE","@","LAL","W (+3)","1","44:08:00",16,32,0.5,1,5,0.2,8,12,0.667,3,6,9,4,2,0,5,4,41,25.5,-3,5,2008-01-27,"Regular Season","Lebron","James"
39,39,1,30,2008,23,31,"CLE","@","POR","W (+1)","1","43:53:00",13,29,0.448,3,6,0.5,8,12,0.667,2,12,14,4,2,2,4,3,37,26.3,3,5,2008-01-30,"Regular Season","Lebron","James"
40,40,2,2,2008,23,34,"CLE","","LAC","W (+14)","1","43:48:00",8,19,0.421,1,4,0.25,11,16,0.688,0,11,11,7,2,1,3,2,28,23,15,5,2008-02-02,"Regular Season","Lebron","James"
41,41,2,5,2008,23,37,"CLE","","BOS","W (+1)","1","42:24:00",11,21,0.524,4,8,0.5,7,10,0.7,1,8,9,12,5,2,7,5,33,30.4,12,5,2008-02-05,"Regular Season","Lebron","James"
42,42,2,7,2008,23,39,"CLE","@","HOU","L (-15)","1","41:13:00",12,23,0.522,2,5,0.4,6,11,0.545,1,6,7,6,2,2,3,0,32,25.8,-11,5,2008-02-07,"Regular Season","Lebron","James"
43,43,2,8,2008,23,40,"CLE","@","ATL","W (+5)","1","44:00:00",11,24,0.458,0,3,0,4,4,1,4,7,11,7,2,1,1,2,26,24.3,5,5,2008-02-08,"Regular Season","Lebron","James"
44,44,2,10,2008,23,42,"CLE","","DEN","L (-30)","1","32:36:00",11,23,0.478,2,5,0.4,6,6,1,1,4,5,3,2,0,5,1,30,18.9,-25,5,2008-02-10,"Regular Season","Lebron","James"
45,45,2,11,2008,23,43,"CLE","@","ORL","W (+7)","1","43:51:00",8,15,0.533,1,2,0.5,12,15,0.8,1,6,7,10,3,1,5,3,29,27.5,10,5,2008-02-11,"Regular Season","Lebron","James"
46,46,2,13,2008,23,45,"CLE","","SAS","L (-7)","1","42:44:00",17,31,0.548,1,5,0.2,4,7,0.571,2,4,6,9,0,1,3,4,39,27.9,-4,5,2008-02-13,"Regular Season","Lebron","James"
47,47,2,19,2008,23,51,"CLE","","HOU","L (-8)","1","42:08:00",7,18,0.389,4,7,0.571,8,11,0.727,2,11,13,11,2,0,5,2,26,23.6,-8,5,2008-02-19,"Regular Season","Lebron","James"
48,48,2,20,2008,23,52,"CLE","@","IND","W (+9)","1","43:14:00",11,22,0.5,1,5,0.2,8,12,0.667,2,12,14,12,2,1,4,1,31,30.1,14,5,2008-02-20,"Regular Season","Lebron","James"
49,49,2,22,2008,23,54,"CLE","","WAS","W (+1)","1","44:32:00",11,20,0.55,2,6,0.333,9,14,0.643,3,12,15,8,1,1,3,1,33,31,2,5,2008-02-22,"Regular Season","Lebron","James"
50,50,2,24,2008,23,56,"CLE","","MEM","W (+20)","1","39:02:00",10,17,0.588,1,4,0.25,4,5,0.8,1,6,7,11,3,1,6,2,25,23.8,19,5,2008-02-24,"Regular Season","Lebron","James"
51,51,2,26,2008,23,58,"CLE","@","MIL","L (-3)","1","37:50:00",16,24,0.667,1,3,0.333,2,5,0.4,0,4,4,6,0,1,2,3,35,26.3,-2,5,2008-02-26,"Regular Season","Lebron","James"
52,52,2,27,2008,23,59,"CLE","@","BOS","L (-5)","1","39:00:00",7,24,0.292,1,6,0.167,11,15,0.733,4,4,8,4,0,0,3,2,26,13.4,-13,5,2008-02-27,"Regular Season","Lebron","James"
53,53,2,29,2008,23,61,"CLE","","MIN","W (+8)","1","43:35:00",11,22,0.5,1,4,0.25,7,9,0.778,2,6,8,13,2,0,3,2,30,28.7,12,5,2008-02-29,"Regular Season","Lebron","James"
54,54,3,2,2008,23,63,"CLE","","CHI","W (+9)","1","39:51:00",15,29,0.517,0,5,0,7,8,0.875,3,3,6,6,1,0,3,1,37,27.1,21,5,2008-03-02,"Regular Season","Lebron","James"
55,55,3,5,2008,23,66,"CLE","@","NYK","W (+14)","1","43:50:00",16,30,0.533,7,13,0.538,11,16,0.688,1,7,8,10,4,0,2,3,50,44,11,5,2008-03-05,"Regular Season","Lebron","James"
56,56,3,6,2008,23,67,"CLE","@","CHI","L (-11)","1","37:55:00",13,27,0.481,2,8,0.25,11,12,0.917,0,3,3,1,1,3,4,1,39,25.2,-21,5,2008-03-06,"Regular Season","Lebron","James"
57,57,3,8,2008,23,69,"CLE","","IND","W (+8)","1","38:13:00",11,24,0.458,5,8,0.625,11,12,0.917,4,7,11,4,1,2,2,2,38,32.5,15,5,2008-03-08,"Regular Season","Lebron","James"
58,58,3,10,2008,23,71,"CLE","","POR","W (+8)","1","43:41:00",7,18,0.389,1,4,0.25,9,13,0.692,1,9,10,11,1,2,4,0,24,22.1,10,5,2008-03-10,"Regular Season","Lebron","James"
59,59,3,12,2008,23,73,"CLE","@","NJN","L (-5)","1","45:41:00",12,23,0.522,2,7,0.286,16,23,0.696,3,8,11,7,1,2,6,5,42,31.7,-4,5,2008-03-12,"Regular Season","Lebron","James"
60,60,3,13,2008,23,74,"CLE","@","WAS","L (-2)","1","43:23:00",9,22,0.409,1,7,0.143,6,8,0.75,2,5,7,7,0,0,7,4,25,11.6,3,5,2008-03-13,"Regular Season","Lebron","James"
61,61,3,16,2008,23,77,"CLE","","CHA","W (+7)","1","41:40:00",11,24,0.458,1,3,0.333,10,16,0.625,2,5,7,10,1,2,1,2,33,28.7,17,5,2008-03-16,"Regular Season","Lebron","James"
62,62,3,17,2008,23,78,"CLE","@","ORL","L (-14)","1","42:14:00",11,22,0.5,1,4,0.25,7,11,0.636,2,7,9,6,0,1,3,1,30,22.4,-7,5,2008-03-17,"Regular Season","Lebron","James"
63,63,3,19,2008,23,80,"CLE","","DET","W (+16)","1","41:04:00",11,19,0.579,2,5,0.4,6,7,0.857,3,4,7,6,1,1,0,0,30,29.9,15,5,2008-03-19,"Regular Season","Lebron","James"
64,64,3,21,2008,23,82,"CLE","","TOR","W (+7)","1","41:24:00",14,22,0.636,1,3,0.333,0,0,NA,0,12,12,5,1,0,5,1,29,21.9,-3,5,2008-03-21,"Regular Season","Lebron","James"
65,65,3,22,2008,23,83,"CLE","@","MIL","L (-10)","1","38:35:00",9,25,0.36,3,9,0.333,8,10,0.8,4,7,11,4,2,0,4,3,29,18.8,-12,5,2008-03-22,"Regular Season","Lebron","James"
66,66,3,26,2008,23,87,"CLE","","NOH","L (-1)","1","40:33:00",6,14,0.429,1,2,0.5,8,10,0.8,0,3,3,8,2,2,2,2,21,19.9,-3,5,2008-03-26,"Regular Season","Lebron","James"
67,67,3,29,2008,23,90,"CLE","@","DET","L (-14)","1","35:18:00",4,17,0.235,1,5,0.2,4,6,0.667,0,4,4,5,0,0,5,0,13,1.6,-19,5,2008-03-29,"Regular Season","Lebron","James"
68,68,3,30,2008,23,91,"CLE","","PHI","W (+3)","1","41:47:00",11,18,0.611,1,2,0.5,3,3,1,3,6,9,9,3,1,1,4,26,29.1,7,5,2008-03-30,"Regular Season","Lebron","James"
69,69,4,2,2008,23,94,"CLE","@","CHA","W (+4)","1","31:13:00",11,19,0.579,1,4,0.25,6,6,1,2,2,4,5,3,2,4,6,29,23.6,3,5,2008-04-02,"Regular Season","Lebron","James"
70,70,4,3,2008,23,95,"CLE","","CHI","L (-3)","1","38:30:00",10,24,0.417,3,7,0.429,10,14,0.714,0,5,5,4,2,2,3,4,33,21.7,-1,5,2008-04-03,"Regular Season","Lebron","James"
71,71,4,5,2008,23,97,"CLE","","ORL","L (-15)","1","42:22:00",6,22,0.273,1,5,0.2,4,8,0.5,5,2,7,9,2,2,5,1,17,10.8,-15,5,2008-04-05,"Regular Season","Lebron","James"
72,72,4,9,2008,23,101,"CLE","","NJN","W (+21)","1","35:22:00",11,21,0.524,1,4,0.25,10,13,0.769,4,3,7,8,1,2,0,2,33,32.4,10,5,2008-04-09,"Regular Season","Lebron","James"
73,73,4,11,2008,23,103,"CLE","@","CHI","L (-5)","1","38:11:00",13,21,0.619,2,6,0.333,6,12,0.5,0,6,6,2,3,0,3,2,34,24.5,-10,5,2008-04-11,"Regular Season","Lebron","James"
74,74,4,13,2008,23,105,"CLE","","MIA","W (+8)","1","35:15:00",3,9,0.333,0,1,0,7,9,0.778,0,11,11,7,1,2,5,1,13,12.3,-3,5,2008-04-13,"Regular Season","Lebron","James"
75,75,4,14,2008,23,106,"CLE","@","PHI","W (+1)","1","41:41:00",10,18,0.556,1,2,0.5,6,12,0.5,1,3,4,5,2,1,5,3,27,17.6,-5,5,2008-04-14,"Regular Season","Lebron","James"
1,1,4,19,2008,23,111,"CLE","","WAS","W (+7)","1","41:25:00",12,19,0.632,0,2,0,8,14,0.571,0,6,6,4,1,2,1,1,32,26.7,9,3,2008-04-19,"Playoffs","Lebron","James"
2,2,4,21,2008,23,113,"CLE","","WAS","W (+30)","1","39:00:00",9,19,0.474,2,6,0.333,10,17,0.588,1,8,9,12,1,2,1,2,30,29.6,34,3,2008-04-21,"Playoffs","Lebron","James"
3,3,4,24,2008,23,116,"CLE","@","WAS","L (-36)","1","35:57:00",10,19,0.526,0,4,0,2,4,0.5,0,7,7,3,1,1,4,3,22,12.6,-24,3,2008-04-24,"Playoffs","Lebron","James"
4,4,4,27,2008,23,119,"CLE","@","WAS","W (+3)","1","44:23:00",11,25,0.44,3,8,0.375,9,14,0.643,2,10,12,7,2,0,5,5,34,23.2,3,3,2008-04-27,"Playoffs","Lebron","James"
5,5,4,30,2008,23,122,"CLE","","WAS","L (-1)","1","44:05:00",8,21,0.381,3,9,0.333,15,18,0.833,2,8,10,7,1,2,5,0,34,27.4,-3,3,2008-04-30,"Playoffs","Lebron","James"
6,6,5,2,2008,23,124,"CLE","@","WAS","W (+17)","1","44:12:00",8,17,0.471,1,2,0.5,10,10,1,2,11,13,13,2,1,1,2,27,33,26,3,2008-05-02,"Playoffs","Lebron","James"
7,7,5,6,2008,23,128,"CLE","@","BOS","L (-4)","1","38:49:00",2,18,0.111,0,6,0,8,10,0.8,2,7,9,9,1,1,10,4,12,-0.7,-7,3,2008-05-06,"Playoffs","Lebron","James"
8,8,5,8,2008,23,130,"CLE","@","BOS","L (-16)","1","41:38:00",6,24,0.25,0,4,0,9,13,0.692,2,3,5,6,2,1,7,1,21,6.8,-15,3,2008-05-08,"Playoffs","Lebron","James"
9,9,5,10,2008,23,132,"CLE","","BOS","W (+24)","1","40:15:00",5,16,0.313,3,5,0.6,8,12,0.667,0,5,5,8,4,3,2,3,21,20.2,29,3,2008-05-10,"Playoffs","Lebron","James"
10,10,5,12,2008,23,134,"CLE","","BOS","W (+11)","1","44:00:00",7,20,0.35,2,5,0.4,5,8,0.625,1,5,6,13,3,2,4,3,21,19.1,15,3,2008-05-12,"Playoffs","Lebron","James"
11,11,5,14,2008,23,136,"CLE","@","BOS","L (-7)","1","44:43:00",12,25,0.48,0,5,0,11,13,0.846,0,3,3,5,1,1,4,3,35,22.4,-8,3,2008-05-14,"Playoffs","Lebron","James"
12,12,5,16,2008,23,138,"CLE","","BOS","W (+5)","1","46:39:00",9,23,0.391,1,3,0.333,13,15,0.867,3,9,12,6,2,1,8,2,32,21.6,7,3,2008-05-16,"Playoffs","Lebron","James"
13,13,5,18,2008,23,140,"CLE","@","BOS","L (-5)","1","46:48:00",14,29,0.483,3,11,0.273,14,19,0.737,1,4,5,6,2,0,2,4,45,32.8,0,3,2008-05-18,"Playoffs","Lebron","James"
1,1,10,28,2008,23,303,"CLE","@","BOS","L (-5)","1","36:00:00",9,21,0.429,0,4,0,4,8,0.5,1,6,7,6,2,1,3,4,22,14.1,-3,6,2008-10-28,"Regular Season","Lebron","James"
2,2,10,30,2008,23,305,"CLE","","CHA","W (+17)","1","30:16:00",7,15,0.467,0,2,0,8,12,0.667,2,7,9,9,0,1,5,3,22,17,10,6,2008-10-30,"Regular Season","Lebron","James"
3,3,11,1,2008,23,307,"CLE","@","NOH","L (-12)","1","37:43:00",6,15,0.4,0,3,0,3,4,0.75,2,5,7,13,3,0,5,3,15,15.3,-8,6,2008-11-01,"Regular Season","Lebron","James"
4,4,11,3,2008,23,309,"CLE","@","DAL","W (+19)","1","34:08:00",8,20,0.4,0,2,0,13,15,0.867,2,6,8,3,2,1,1,1,29,24,13,6,2008-11-03,"Regular Season","Lebron","James"
5,5,11,5,2008,23,311,"CLE","","CHI","W (+14)","1","35:50:00",13,23,0.565,0,2,0,15,16,0.938,2,7,9,6,4,0,5,1,41,36,22,6,2008-11-05,"Regular Season","Lebron","James"
6,6,11,7,2008,23,313,"CLE","","IND","W (+4)","1","39:20:00",11,24,0.458,1,6,0.167,4,7,0.571,2,7,9,8,1,4,4,2,27,21.5,-3,6,2008-11-07,"Regular Season","Lebron","James"
7,7,11,8,2008,23,314,"CLE","@","CHI","W (+9)","1","39:12:00",13,29,0.448,4,7,0.571,11,13,0.846,4,9,13,4,0,0,2,1,41,31,12,6,2008-11-08,"Regular Season","Lebron","James"
8,8,11,11,2008,23,317,"CLE","","MIL","W (+6)","1","42:46:00",16,24,0.667,1,4,0.25,8,10,0.8,0,5,5,6,3,0,2,2,41,35.7,11,6,2008-11-11,"Regular Season","Lebron","James"
9,9,11,13,2008,23,319,"CLE","","DEN","W (+11)","1","38:02:00",10,20,0.5,0,0,NA,2,4,0.5,1,7,8,11,3,0,5,4,22,18.1,14,6,2008-11-13,"Regular Season","Lebron","James"
10,10,11,15,2008,23,321,"CLE","","UTA","W (+12)","1","42:03:00",13,21,0.619,3,7,0.429,9,11,0.818,3,2,5,7,2,2,2,2,38,35.9,33,6,2008-11-15,"Regular Season","Lebron","James"
11,11,11,18,2008,23,324,"CLE","@","NJN","W (+24)","1","35:58:00",9,20,0.45,1,4,0.25,12,17,0.706,0,8,8,4,0,1,3,3,31,20.3,17,6,2008-11-18,"Regular Season","Lebron","James"
12,12,11,19,2008,23,325,"CLE","@","DET","L (-7)","1","39:30:00",8,21,0.381,0,4,0,9,10,0.9,1,5,6,6,4,0,3,1,25,20.1,-5,6,2008-11-19,"Regular Season","Lebron","James"
13,13,11,22,2008,23,328,"CLE","","ATL","W (+14)","1","36:35:00",8,19,0.421,1,4,0.25,7,7,1,1,6,7,8,2,0,2,3,24,20.8,16,6,2008-11-22,"Regular Season","Lebron","James"
14,14,11,25,2008,23,331,"CLE","@","NYK","W (+18)","1","30:20:00",7,14,0.5,3,7,0.429,9,11,0.818,0,4,4,1,1,1,1,0,26,20.8,17,6,2008-11-25,"Regular Season","Lebron","James"
15,15,11,26,2008,23,332,"CLE","","OKC","W (+35)","1","17:08",7,12,0.583,0,1,0,0,0,NA,0,3,3,3,1,3,0,0,14,14.5,24,6,2008-11-26,"Regular Season","Lebron","James"
16,16,11,28,2008,23,334,"CLE","","GSW","W (+15)","1","30:39:00",9,13,0.692,3,4,0.75,2,4,0.5,1,6,7,8,3,1,2,2,23,25.7,24,6,2008-11-28,"Regular Season","Lebron","James"
17,17,11,29,2008,23,335,"CLE","@","MIL","W (+12)","1","41:22:00",12,27,0.444,1,5,0.2,7,10,0.7,1,6,7,5,2,1,3,3,32,21.2,7,6,2008-11-29,"Regular Season","Lebron","James"
18,18,12,3,2008,23,339,"CLE","","NYK","W (+36)","1","28:09:00",5,10,0.5,1,4,0.25,10,10,1,0,5,5,6,5,1,0,0,21,27.4,30,6,2008-12-03,"Regular Season","Lebron","James"
19,19,12,5,2008,23,341,"CLE","","IND","W (+24)","1","37:37:00",4,12,0.333,0,4,0,3,4,0.75,2,6,8,11,1,3,2,2,11,15,32,6,2008-12-05,"Regular Season","Lebron","James"
20,20,12,6,2008,23,342,"CLE","@","CHA","W (+20)","1","27:40:00",8,17,0.471,2,4,0.5,7,8,0.875,2,3,5,4,2,2,3,3,25,20.2,27,6,2008-12-06,"Regular Season","Lebron","James"
21,21,12,9,2008,23,345,"CLE","","TOR","W (+20)","1","30:24:00",11,18,0.611,2,5,0.4,7,8,0.875,0,5,5,4,3,0,2,1,31,27.3,19,6,2008-12-09,"Regular Season","Lebron","James"
22,22,12,10,2008,23,346,"CLE","@","PHI","W (+8)","1","39:04:00",10,22,0.455,2,6,0.333,7,8,0.875,2,2,4,5,0,2,1,4,29,21.5,-1,6,2008-12-10,"Regular Season","Lebron","James"
23,23,12,12,2008,23,348,"CLE","","PHI","W (+16)","1","36:50:00",9,21,0.429,1,4,0.25,9,12,0.75,3,4,7,7,1,3,0,2,28,26.2,13,6,2008-12-12,"Regular Season","Lebron","James"
24,24,12,13,2008,23,349,"CLE","@","ATL","L (-5)","1","45:40:00",10,19,0.526,2,7,0.286,11,12,0.917,2,4,6,9,4,1,1,2,33,35.1,1,6,2008-12-13,"Regular Season","Lebron","James"
25,25,12,17,2008,23,353,"CLE","@","MIN","W (+23)","1","39:38:00",14,20,0.7,2,6,0.333,2,4,0.5,0,6,6,3,2,2,0,1,32,29.7,22,6,2008-12-17,"Regular Season","Lebron","James"
26,26,12,19,2008,23,355,"CLE","@","DEN","W (+17)","1","38:45:00",13,20,0.65,0,2,0,7,8,0.875,3,7,10,8,0,0,6,3,33,26.4,14,6,2008-12-19,"Regular Season","Lebron","James"
27,27,12,21,2008,23,357,"CLE","@","OKC","W (+11)","1","42:46:00",14,24,0.583,2,4,0.5,1,2,0.5,2,2,4,7,3,1,3,1,31,26.6,16,6,2008-12-21,"Regular Season","Lebron","James"
28,28,12,23,2008,23,359,"CLE","","HOU","W (+9)","1","38:20:00",11,23,0.478,0,3,0,5,7,0.714,1,8,9,5,3,1,7,2,27,17,14,6,2008-12-23,"Regular Season","Lebron","James"
29,29,12,25,2008,23,361,"CLE","","WAS","W (+4)","1","38:13:00",6,13,0.462,0,2,0,6,10,0.6,0,5,5,6,3,1,3,1,18,15.7,-4,6,2008-12-25,"Regular Season","Lebron","James"
30,30,12,28,2008,23,364,"CLE","","MIA","W (+7)","1","42:31:00",12,19,0.632,2,4,0.5,7,12,0.583,0,6,6,9,0,1,2,1,33,28.9,8,6,2008-12-28,"Regular Season","Lebron","James"
31,31,12,30,2008,24,0,"CLE","@","MIA","L (-9)","1","43:29:00",12,24,0.5,3,8,0.375,11,14,0.786,0,2,2,7,0,2,5,2,38,25.9,-6,6,2008-12-30,"Regular Season","Lebron","James"
32,32,1,2,2009,24,3,"CLE","","CHI","W (+25)","1","37:16:00",3,8,0.375,2,3,0.667,8,8,1,1,9,10,11,2,3,5,1,16,21.4,27,6,2009-01-02,"Regular Season","Lebron","James"
33,33,1,4,2009,24,5,"CLE","@","WAS","L (-3)","1","40:46:00",11,22,0.5,3,9,0.333,5,8,0.625,0,6,6,10,1,2,7,4,30,20.4,0,6,2009-01-04,"Regular Season","Lebron","James"
34,34,1,7,2009,24,8,"CLE","","CHA","W (+30)","1","30:59:00",9,16,0.563,0,1,0,3,3,1,0,4,4,4,2,2,4,1,21,16.4,23,6,2009-01-07,"Regular Season","Lebron","James"
35,35,1,9,2009,24,10,"CLE","","BOS","W (+15)","1","35:49:00",13,25,0.52,3,7,0.429,9,9,1,1,6,7,6,4,3,3,2,38,34.7,20,6,2009-01-09,"Regular Season","Lebron","James"
36,36,1,13,2009,24,14,"CLE","@","MEM","W (+15)","1","40:12:00",9,15,0.6,1,5,0.2,11,14,0.786,0,11,11,10,3,1,2,2,30,33.1,21,6,2009-01-13,"Regular Season","Lebron","James"
